uid,wav_path,corpus,speaker_id,gender,label,orig_label,label_id,transcript,duration,samplerate,dialogue_id,utterance_id,split
meld_train_dia509_utt1,data/raw/MELD_hf/train/dia509_utt1.flac,meld,meld_Ross,unknown,neutral,neutral,0,Yeah?,1.003,16000,509,1,train
meld_train_dia509_utt2,data/raw/MELD_hf/train/dia509_utt2.flac,meld,meld_Rachel,unknown,neutral,neutral,0,Give her some money.,1.216,16000,509,2,train
meld_train_dia509_utt3,data/raw/MELD_hf/train/dia509_utt3.flac,meld,meld_Ross,unknown,neutral,neutral,0,I really think they're out of rooms.,3.2,16000,509,3,train
meld_train_dia509_utt4,data/raw/MELD_hf/train/dia509_utt4.flac,meld,meld_Rachel,unknown,anger,anger,3,"They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!",4.8,16000,509,4,train
meld_train_dia509_utt5,data/raw/MELD_hf/train/dia509_utt5.flac,meld,meld_Ross,unknown,neutral,neutral,0,"Well then we'd be in a lot of trouble, you don't know where any countries are.",3.136,16000,509,5,train
meld_train_dia509_utt6,data/raw/MELD_hf/train/dia509_utt6.flac,meld,meld_Ross,unknown,neutral,neutral,0,Okay.,1.515,16000,509,6,train
meld_train_dia509_utt7,data/raw/MELD_hf/train/dia509_utt7.flac,meld,meld_Ross,unknown,neutral,neutral,0,"Uh, say would you umm... Would you mind checking again to see if any umm, private rooms may have opened up?",11.179,16000,509,7,train
meld_train_dia509_utt8,data/raw/MELD_hf/train/dia509_utt8.flac,meld,meld_Nurse,unknown,neutral,neutral,0,This is a hospital.,2.005,16000,509,8,train
meld_train_dia509_utt9,data/raw/MELD_hf/train/dia509_utt9.flac,meld,meld_Rachel,unknown,neutral,neutral,0,Y'know what?,0.875,16000,509,9,train
meld_train_dia509_utt10,data/raw/MELD_hf/train/dia509_utt10.flac,meld,meld_Rachel,unknown,anger,anger,3,I'd have to say I really don't care for your tone.,2.624,16000,509,10,train
meld_train_dia509_utt11,data/raw/MELD_hf/train/dia509_utt11.flac,meld,meld_Rachel,unknown,anger,anger,3,And this is not the only hospital in this city and we have no problem to-Whoa!,5.888,16000,509,11,train
meld_train_dia509_utt12,data/raw/MELD_hf/train/dia509_utt12.flac,meld,meld_Rachel,unknown,surprise,surprise,4,Oh gosh!,1.493,16000,509,12,train
meld_train_dia509_utt13,data/raw/MELD_hf/train/dia509_utt13.flac,meld,meld_Ross,unknown,surprise,surprise,4,What-what?,1.749,16000,509,13,train
meld_train_dia509_utt14,data/raw/MELD_hf/train/dia509_utt14.flac,meld,meld_Rachel,unknown,surprise,surprise,4,Ow! Ow! Contraction. Ow-ow! Ow-ow!,0.128,16000,509,14,train
meld_train_dia509_utt15,data/raw/MELD_hf/train/dia509_utt15.flac,meld,meld_Nurse,unknown,neutral,neutral,0,Would you like to see a semi-private room?,2.112,16000,509,15,train
meld_train_dia509_utt16,data/raw/MELD_hf/train/dia509_utt16.flac,meld,meld_Rachel,unknown,neutral,neutral,0,"Yeah, it couldn't hurt to look.",1.259,16000,509,16,train
meld_train_dia510_utt0,data/raw/MELD_hf/train/dia510_utt0.flac,meld,meld_Ross,unknown,neutral,neutral,0,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",11.819,16000,510,0,train
meld_train_dia510_utt1,data/raw/MELD_hf/train/dia510_utt1.flac,meld,meld_Kristin,unknown,joy,joy,1,That's funny. Who are they?,20.117,16000,510,1,train
meld_train_dia510_utt2,data/raw/MELD_hf/train/dia510_utt2.flac,meld,meld_Ross,unknown,neutral,neutral,0,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",7.893,16000,510,2,train
meld_train_dia510_utt3,data/raw/MELD_hf/train/dia510_utt3.flac,meld,meld_Kristin,unknown,surprise,surprise,4,You mean they're lovers.,1.728,16000,510,3,train
meld_train_dia510_utt4,data/raw/MELD_hf/train/dia510_utt4.flac,meld,meld_Ross,unknown,neutral,neutral,0,If you wanna put a label on it.,2.091,16000,510,4,train
meld_train_dia510_utt5,data/raw/MELD_hf/train/dia510_utt5.flac,meld,meld_Kristin,unknown,surprise,surprise,4,"Wow, uh, anything else I should know?",5.141,16000,510,5,train
meld_train_dia511_utt0,data/raw/MELD_hf/train/dia511_utt0.flac,meld,meld_Rachel,unknown,sadness,sadness,2,"Oh God, Ross, I cannot do this.",1.92,16000,511,0,train
meld_train_dia511_utt1,data/raw/MELD_hf/train/dia511_utt1.flac,meld,meld_Ross,unknown,neutral,neutral,0,"Okay, quick and painful.",2.112,16000,511,1,train
meld_train_dia511_utt2,data/raw/MELD_hf/train/dia511_utt2.flac,meld,meld_Rachel,unknown,fear,fear,5,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",5.931,16000,511,2,train
meld_train_dia511_utt3,data/raw/MELD_hf/train/dia511_utt3.flac,meld,meld_Ross,unknown,surprise,surprise,4,"Oh, what? What-what?",1.045,16000,511,3,train
meld_train_dia511_utt4,data/raw/MELD_hf/train/dia511_utt4.flac,meld,meld_Rachel,unknown,neutral,neutral,0,Y'know Marcel?,1.877,16000,511,4,train
meld_train_dia511_utt5,data/raw/MELD_hf/train/dia511_utt5.flac,meld,meld_Ross,unknown,neutral,neutral,0,...Yeah?,2.432,16000,511,5,train
meld_train_dia511_utt6,data/raw/MELD_hf/train/dia511_utt6.flac,meld,meld_Rachel,unknown,sadness,sadness,2,"Well, I kind of... I kind of lost him.",6.229,16000,511,6,train
meld_train_dia512_utt0,data/raw/MELD_hf/train/dia512_utt0.flac,meld,meld_Rachel,unknown,joy,joy,1,Hi Pheebs!,0.277,16000,512,0,train
meld_train_dia512_utt1,data/raw/MELD_hf/train/dia512_utt1.flac,meld,meld_Phoebe,unknown,joy,joy,1,Hi!,0.405,16000,512,1,train
meld_train_dia512_utt2,data/raw/MELD_hf/train/dia512_utt2.flac,meld,meld_Rachel,unknown,neutral,neutral,0,How are ya?,1.131,16000,512,2,train
meld_train_dia512_utt3,data/raw/MELD_hf/train/dia512_utt3.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,Good.,0.299,16000,512,3,train
meld_train_dia512_utt4,data/raw/MELD_hf/train/dia512_utt4.flac,meld,meld_Rachel,unknown,neutral,neutral,0,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy's cell phone?",6.059,16000,512,4,train
meld_train_dia512_utt5,data/raw/MELD_hf/train/dia512_utt5.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,Yeah.,2.56,16000,512,5,train
meld_train_dia512_utt6,data/raw/MELD_hf/train/dia512_utt6.flac,meld,meld_Rachel,unknown,neutral,neutral,0,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,2.155,16000,512,6,train
meld_train_dia512_utt7,data/raw/MELD_hf/train/dia512_utt7.flac,meld,meld_Phoebe,unknown,joy,joy,1,Yeah!,0.661,16000,512,7,train
meld_train_dia512_utt8,data/raw/MELD_hf/train/dia512_utt8.flac,meld,meld_Rachel,unknown,anger,anger,3,And do you remember going into my purse and stealing the phone?!,4.437,16000,512,8,train
meld_train_dia512_utt9,data/raw/MELD_hf/train/dia512_utt9.flac,meld,meld_Phoebe,unknown,fear,fear,5,"Ooh, now you lost me.",1.387,16000,512,9,train
meld_train_dia512_utt10,data/raw/MELD_hf/train/dia512_utt10.flac,meld,meld_Rachel,unknown,anger,anger,3,You stole the phone!,1.685,16000,512,10,train
meld_train_dia512_utt11,data/raw/MELD_hf/train/dia512_utt11.flac,meld,meld_Phoebe,unknown,anger,anger,3,No I didn't!,0.811,16000,512,11,train
meld_train_dia512_utt12,data/raw/MELD_hf/train/dia512_utt12.flac,meld,meld_Rachel,unknown,anger,anger,3,"No? So you're saying that if I called it, it wouldn't ring?",3.051,16000,512,12,train
meld_train_dia512_utt13,data/raw/MELD_hf/train/dia512_utt13.flac,meld,meld_Phoebe,unknown,fear,fear,5,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag. Oh, it does work!",6.229,16000,512,13,train
meld_train_dia512_utt14,data/raw/MELD_hf/train/dia512_utt14.flac,meld,meld_Rachel,unknown,anger,anger,3,Phoebe!,2.005,16000,512,14,train
meld_train_dia513_utt0,data/raw/MELD_hf/train/dia513_utt0.flac,meld,meld_Tag,unknown,neutral,neutral,0,It's not here.,1.387,16000,513,0,train
meld_train_dia513_utt1,data/raw/MELD_hf/train/dia513_utt1.flac,meld,meld_Rachel,unknown,neutral,neutral,0,"Puzzler. A bit of a puzzle. Why don't you um, check the copy room, maybe you left the contracts in there?",10.901,16000,513,1,train
meld_train_dia513_utt2,data/raw/MELD_hf/train/dia513_utt2.flac,meld,meld_Tag,unknown,neutral,neutral,0,How could I have left them in the copy room?,2.837,16000,513,2,train
meld_train_dia513_utt3,data/raw/MELD_hf/train/dia513_utt3.flac,meld,meld_Rachel,unknown,anger,anger,3,I don't know Tag! How can your genitals make phone calls? Okay? It's not a perfect world! Just go please.,9.813,16000,513,3,train
meld_train_dia513_utt4,data/raw/MELD_hf/train/dia513_utt4.flac,meld,meld_Tag,unknown,anger,anger,3,Fine.,1.877,16000,513,4,train
meld_train_dia514_utt0,data/raw/MELD_hf/train/dia514_utt0.flac,meld,meld_Joey,unknown,joy,joy,1,How ya doin'? Welcome. Good to see ya!,2.837,16000,514,0,train
meld_train_dia514_utt1,data/raw/MELD_hf/train/dia514_utt1.flac,meld,meld_Stage Director,unknown,neutral,neutral,0,This will be your phone.,1.643,16000,514,1,train
meld_train_dia514_utt2,data/raw/MELD_hf/train/dia514_utt2.flac,meld,meld_Joey,unknown,neutral,neutral,0,"That's great. But uh, I'm not really expecting a lot of calls.",4.608,16000,514,2,train
meld_train_dia514_utt3,data/raw/MELD_hf/train/dia514_utt3.flac,meld,meld_Stage Director,unknown,neutral,neutral,0,No you answer it and take pledges.,2.176,16000,514,3,train
meld_train_dia514_utt4,data/raw/MELD_hf/train/dia514_utt4.flac,meld,meld_Joey,unknown,surprise,surprise,4,But I'm the host!,1.344,16000,514,4,train
meld_train_dia514_utt5,data/raw/MELD_hf/train/dia514_utt5.flac,meld,meld_Stage Director,unknown,neutral,neutral,0,"No, Gary Collins is the host. You'll be answering the phones.",3.883,16000,514,5,train
meld_train_dia514_utt6,data/raw/MELD_hf/train/dia514_utt6.flac,meld,meld_Joey,unknown,neutral,neutral,0,"You don't seem to understand. See, I was Dr. Drake Remoray.",4.139,16000,514,6,train
meld_train_dia514_utt7,data/raw/MELD_hf/train/dia514_utt7.flac,meld,meld_Stage Director,unknown,neutral,neutral,0,"Well, here's your phone doctor.",2.56,16000,514,7,train
meld_train_dia515_utt0,data/raw/MELD_hf/train/dia515_utt0.flac,meld,meld_Gunther,unknown,neutral,neutral,0,Hey guys.,1.088,16000,515,0,train
meld_train_dia515_utt1,data/raw/MELD_hf/train/dia515_utt1.flac,meld,meld_Monica,unknown,surprise,surprise,4,Hey Gunther. Hi. I mean you're going out on a date with the noisy guy upstairs?,5.184,16000,515,1,train
meld_train_dia515_utt2,data/raw/MELD_hf/train/dia515_utt2.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Well, he's very charming.",3.52,16000,515,2,train
meld_train_dia515_utt3,data/raw/MELD_hf/train/dia515_utt3.flac,meld,meld_Monica,unknown,disgust,disgust,6,"I know, he's too charming, but if you two start going out, then it's just gonna make it so much harder for me to hate him.",3.435,16000,515,3,train
meld_train_dia515_utt4,data/raw/MELD_hf/train/dia515_utt4.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Well, you're just gonna have to try.",2.837,16000,515,4,train
meld_train_dia515_utt5,data/raw/MELD_hf/train/dia515_utt5.flac,meld,meld_Monica,unknown,neutral,neutral,0,"Joey, where are the",2.752,16000,515,5,train
meld_train_dia515_utt6,data/raw/MELD_hf/train/dia515_utt6.flac,meld,meld_Joey,unknown,neutral,neutral,0,"I don't know, Chandler is supposed to be passin' 'em around...",3.008,16000,515,6,train
meld_train_dia516_utt0,data/raw/MELD_hf/train/dia516_utt0.flac,meld,meld_Chandler,unknown,anger,anger,3,"Okay, ten blocks down. Five to go.",4.395,16000,516,0,train
meld_train_dia516_utt1,data/raw/MELD_hf/train/dia516_utt1.flac,meld,meld_Monica,unknown,joy,joy,1,Oh wait! Stop! Stop! Stop!,4.864,16000,516,1,train
meld_train_dia516_utt2,data/raw/MELD_hf/train/dia516_utt2.flac,meld,meld_Chandler,unknown,surprise,surprise,4,Oh I'm sorry! Do you need a break?,0.128,16000,516,2,train
meld_train_dia516_utt3,data/raw/MELD_hf/train/dia516_utt3.flac,meld,meld_Monica,unknown,joy,joy,1,My boots in tan! Hey! Can you get a little closer so I can see the price?,3.179,16000,516,3,train
meld_train_dia516_utt4,data/raw/MELD_hf/train/dia516_utt4.flac,meld,meld_Chandler,unknown,joy,joy,1,I can see it from right here. It'll cost you one husband.,4.523,16000,516,4,train
meld_train_dia516_utt5,data/raw/MELD_hf/train/dia516_utt5.flac,meld,meld_Monica,unknown,sadness,sadness,2,"Okay, I'm sorry. I think I can walk the rest of the way now. Just-just give me my boots.",11.52,16000,516,5,train
meld_train_dia517_utt0,data/raw/MELD_hf/train/dia517_utt0.flac,meld,meld_Phoebe,unknown,anger,anger,3,Come on more!,1.387,16000,517,0,train
meld_train_dia517_utt1,data/raw/MELD_hf/train/dia517_utt1.flac,meld,meld_Monica,unknown,joy,joy,1,Oh God!,0.96,16000,517,1,train
meld_train_dia517_utt2,data/raw/MELD_hf/train/dia517_utt2.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Yeah, you like that don't you?",2.453,16000,517,2,train
meld_train_dia517_utt3,data/raw/MELD_hf/train/dia517_utt3.flac,meld,meld_Monica,unknown,joy,joy,1,Oh yeah right there!,1.131,16000,517,3,train
meld_train_dia517_utt4,data/raw/MELD_hf/train/dia517_utt4.flac,meld,meld_Phoebe,unknown,joy,joy,1,You want it there? You take it there baby!,3.221,16000,517,4,train
meld_train_dia517_utt5,data/raw/MELD_hf/train/dia517_utt5.flac,meld,meld_Monica,unknown,sadness,sadness,2,Uh Phoebe?,3.819,16000,517,5,train
meld_train_dia517_utt6,data/raw/MELD_hf/train/dia517_utt6.flac,meld,meld_Phoebe,unknown,joy,joy,1,"Yeah, say my name. Say it! And now I'm going to cover you back up, and umm we're never doing this again.",20.139,16000,517,6,train
meld_train_dia518_utt0,data/raw/MELD_hf/train/dia518_utt0.flac,meld,meld_Kate,unknown,anger,anger,3,Happy?! Is that what I'm supposed to be Vic? Happy?,4.053,16000,518,0,train
meld_train_dia518_utt1,data/raw/MELD_hf/train/dia518_utt1.flac,meld,meld_Joey,unknown,anger,anger,3,"Well, why don't you tell me what you're supposed to be!",2.965,16000,518,1,train
meld_train_dia518_utt2,data/raw/MELD_hf/train/dia518_utt2.flac,meld,meld_Joey,unknown,neutral,neutral,0,Huh?,1.003,16000,518,2,train
meld_train_dia518_utt3,data/raw/MELD_hf/train/dia518_utt3.flac,meld,meld_Joey,unknown,anger,anger,3,Because I sure as hell can't figure it out!,2.432,16000,518,3,train
meld_train_dia518_utt4,data/raw/MELD_hf/train/dia518_utt4.flac,meld,meld_Joey,unknown,neutral,neutral,0,I talk to you and it's nothin'.,2.475,16000,518,4,train
meld_train_dia518_utt5,data/raw/MELD_hf/train/dia518_utt5.flac,meld,meld_Joey,unknown,neutral,neutral,0,"You look at me, and nothin'.",2.731,16000,518,5,train
meld_train_dia518_utt6,data/raw/MELD_hf/train/dia518_utt6.flac,meld,meld_Joey,unknown,neutral,neutral,0,Nothing.,1.173,16000,518,6,train
meld_train_dia518_utt7,data/raw/MELD_hf/train/dia518_utt7.flac,meld,meld_The Director,unknown,joy,joy,1,"You guys make me fly! High! Okay, we're gonna pick it up here, tomorrow.",11.477,16000,518,7,train
meld_train_dia518_utt8,data/raw/MELD_hf/train/dia518_utt8.flac,meld,meld_Kate,unknown,neutral,neutral,0,"Well, that was ah...",2.347,16000,518,8,train
meld_train_dia519_utt0,data/raw/MELD_hf/train/dia519_utt0.flac,meld,meld_Monica,unknown,surprise,surprise,4,What?! What are you doing?!,2.731,16000,519,0,train
meld_train_dia519_utt1,data/raw/MELD_hf/train/dia519_utt1.flac,meld,meld_Chandler,unknown,anger,anger,3,Do you know what just happened?,2.219,16000,519,1,train
meld_train_dia519_utt2,data/raw/MELD_hf/train/dia519_utt2.flac,meld,meld_Monica,unknown,neutral,neutral,0,Yeah. We-we had sex and then we fell asleep.,3.84,16000,519,2,train
meld_train_dia519_utt3,data/raw/MELD_hf/train/dia519_utt3.flac,meld,meld_Chandler,unknown,neutral,neutral,0,No. We were in the middle of sex...and,3.477,16000,519,3,train
meld_train_dia519_utt4,data/raw/MELD_hf/train/dia519_utt4.flac,meld,meld_Monica,unknown,joy,joy,1,"Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!",10.176,16000,519,4,train
meld_train_dia520_utt0,data/raw/MELD_hf/train/dia520_utt0.flac,meld,meld_Joey,unknown,neutral,neutral,0,"Don't worry, Chandler, it's not a globe of the United States.",2.965,16000,520,0,train
meld_train_dia520_utt1,data/raw/MELD_hf/train/dia520_utt1.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,Hey you guys I'm gonna go out and take a walk.,2.645,16000,520,1,train
meld_train_dia520_utt2,data/raw/MELD_hf/train/dia520_utt2.flac,meld,meld_Ross,unknown,surprise,surprise,4,"Phoebe, why is your bag moving?",2.261,16000,520,2,train
meld_train_dia520_utt3,data/raw/MELD_hf/train/dia520_utt3.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Oh, it's not!",0.811,16000,520,3,train
meld_train_dia520_utt4,data/raw/MELD_hf/train/dia520_utt4.flac,meld,meld_Rachel,unknown,surprise,surprise,4,"Seriously, it's moving!",1.771,16000,520,4,train
meld_train_dia520_utt5,data/raw/MELD_hf/train/dia520_utt5.flac,meld,meld_Joey,unknown,surprise,surprise,4,What the hell is in there?,3.477,16000,520,5,train
meld_train_dia520_utt6,data/raw/MELD_hf/train/dia520_utt6.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,It's just my knitting that's all! Yes! I knit this. I'm very good.,14.528,16000,520,6,train
meld_train_dia521_utt0,data/raw/MELD_hf/train/dia521_utt0.flac,meld,meld_Joey,unknown,neutral,neutral,0,There will come a time in each of your careers when you'll have a chance to screw over another soap opera actor.,7.061,16000,521,0,train
meld_train_dia521_utt1,data/raw/MELD_hf/train/dia521_utt1.flac,meld,meld_Joey,unknown,neutral,neutral,0,"I had such an opportunity in the recent, present.",3.755,16000,521,1,train
meld_train_dia521_utt2,data/raw/MELD_hf/train/dia521_utt2.flac,meld,meld_Joey,unknown,sadness,sadness,2,"And I'm ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",9.685,16000,521,2,train
meld_train_dia521_utt3,data/raw/MELD_hf/train/dia521_utt3.flac,meld,meld_Joey,unknown,anger,anger,3,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",8.277,16000,521,3,train
meld_train_dia521_utt4,data/raw/MELD_hf/train/dia521_utt4.flac,meld,meld_Joey,unknown,sadness,sadness,2,"And now, he's got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I'm stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",8.32,16000,521,4,train
meld_train_dia521_utt5,data/raw/MELD_hf/train/dia521_utt5.flac,meld,meld_Joey,unknown,sadness,sadness,2,"I'm sorry, I'm sorry, I'm sorry.",2.176,16000,521,5,train
meld_train_dia521_utt6,data/raw/MELD_hf/train/dia521_utt6.flac,meld,meld_Joey,unknown,neutral,neutral,0,Thank you.,1.472,16000,521,6,train
meld_train_dia522_utt0,data/raw/MELD_hf/train/dia522_utt0.flac,meld,meld_Phoebe,unknown,surprise,surprise,4,Rach?,1.045,16000,522,0,train
meld_train_dia522_utt1,data/raw/MELD_hf/train/dia522_utt1.flac,meld,meld_Rachel,unknown,neutral,neutral,0,I'll be out in a second.,3.264,16000,522,1,train
meld_train_dia522_utt2,data/raw/MELD_hf/train/dia522_utt2.flac,meld,meld_Phoebe,unknown,joy,joy,1,Oh. It's just so unexpected! I...I uh...Boy I'll tell you it's just such an honor to be nominated for a,12.032,16000,522,2,train
meld_train_dia522_utt3,data/raw/MELD_hf/train/dia522_utt3.flac,meld,meld_Rachel,unknown,neutral,neutral,0,"Honey, we have to go. Our reservations are at 8:00.",5.675,16000,522,3,train
meld_train_dia522_utt4,data/raw/MELD_hf/train/dia522_utt4.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,in Reservations at 8:00 by Neil Simon. Thank-thank you Neil. Thank you for the words.,7.637,16000,522,4,train
meld_train_dia522_utt5,data/raw/MELD_hf/train/dia522_utt5.flac,meld,meld_Rachel,unknown,neutral,neutral,0,"Okay honey, you can finish this later we're gonna be late. We gotta go.",2.752,16000,522,5,train
meld_train_dia522_utt6,data/raw/MELD_hf/train/dia522_utt6.flac,meld,meld_Phoebe,unknown,joy,joy,1,"Please, don't play the music. Just uh one more.",2.347,16000,522,6,train
meld_train_dia523_utt0,data/raw/MELD_hf/train/dia523_utt0.flac,meld,meld_Rachel,unknown,surprise,surprise,4,I can't believe you don't want to know.,3.349,16000,523,0,train
meld_train_dia523_utt1,data/raw/MELD_hf/train/dia523_utt1.flac,meld,meld_Rachel,unknown,joy,joy,1,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",3.499,16000,523,1,train
meld_train_dia523_utt2,data/raw/MELD_hf/train/dia523_utt2.flac,meld,meld_Monica,unknown,neutral,neutral,0,And Monica knows...,0.128,16000,523,2,train
meld_train_dia523_utt3,data/raw/MELD_hf/train/dia523_utt3.flac,meld,meld_Ross,unknown,surprise,surprise,4,"Wha, heh, how could you know, I don't even know!",2.304,16000,523,3,train
meld_train_dia523_utt4,data/raw/MELD_hf/train/dia523_utt4.flac,meld,meld_Monica,unknown,neutral,neutral,0,"Carol called me to thank me for the lasagna, I asked, she told me.",3.968,16000,523,4,train
meld_train_dia523_utt5,data/raw/MELD_hf/train/dia523_utt5.flac,meld,meld_Joey,unknown,joy,joy,1,So what's it gonna be?,1.472,16000,523,5,train
meld_train_dia523_utt6,data/raw/MELD_hf/train/dia523_utt6.flac,meld,meld_Ross,unknown,anger,anger,3,"Wait-oh-hey-huh, oh great now he knows, and I don't know!",2.837,16000,523,6,train
meld_train_dia523_utt7,data/raw/MELD_hf/train/dia523_utt7.flac,meld,meld_Monica,unknown,joy,joy,1,"I'm sorry, I'm just excited about being an aunt!",2.517,16000,523,7,train
meld_train_dia523_utt8,data/raw/MELD_hf/train/dia523_utt8.flac,meld,meld_Joey,unknown,neutral,neutral,0,Or an uncle...,1.771,16000,523,8,train
meld_train_dia523_utt9,data/raw/MELD_hf/train/dia523_utt9.flac,meld,meld_Chandler,unknown,joy,joy,1,Hey Phoebe!,0.96,16000,523,9,train
meld_train_dia523_utt10,data/raw/MELD_hf/train/dia523_utt10.flac,meld,meld_Ross,unknown,joy,joy,1,Hi Pheebs!,0.064,16000,523,10,train
meld_train_dia523_utt11,data/raw/MELD_hf/train/dia523_utt11.flac,meld,meld_Rachel,unknown,joy,joy,1,Pheebs!,1.195,16000,523,11,train
meld_train_dia523_utt12,data/raw/MELD_hf/train/dia523_utt12.flac,meld,meld_Phoebe,unknown,anger,anger,3,Fine!,1.515,16000,523,12,train
meld_train_dia523_utt13,data/raw/MELD_hf/train/dia523_utt13.flac,meld,meld_Monica,unknown,neutral,neutral,0,"Phoebe, what's the matter?",2.091,16000,523,13,train
meld_train_dia523_utt14,data/raw/MELD_hf/train/dia523_utt14.flac,meld,meld_Phoebe,unknown,sadness,sadness,2,"Nothing, I'm sorry, I'm just, I'm out of sorts.",7.637,16000,523,14,train
meld_train_dia523_utt15,data/raw/MELD_hf/train/dia523_utt15.flac,meld,meld_Rachel,unknown,surprise,surprise,4,"Oh, right, that's me!",1.835,16000,523,15,train
meld_train_dia523_utt16,data/raw/MELD_hf/train/dia523_utt16.flac,meld,meld_Joey,unknown,neutral,neutral,0,"Hey, Chandler, that table place closes at 7, come on.",3.179,16000,523,16,train
meld_train_dia523_utt17,data/raw/MELD_hf/train/dia523_utt17.flac,meld,meld_Chandler,unknown,neutral,neutral,0,Fine.,1.173,16000,523,17,train
meld_train_dia523_utt18,data/raw/MELD_hf/train/dia523_utt18.flac,meld,meld_Monica,unknown,neutral,neutral,0,"Phoebe, what is it?",1.963,16000,523,18,train
meld_train_dia523_utt19,data/raw/MELD_hf/train/dia523_utt19.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"All right, you know Paolo?",0.981,16000,523,19,train
meld_train_dia523_utt20,data/raw/MELD_hf/train/dia523_utt20.flac,meld,meld_Ross,unknown,neutral,neutral,0,"I'm familiar with his work, yes...",3.691,16000,523,20,train
meld_train_dia523_utt21,data/raw/MELD_hf/train/dia523_utt21.flac,meld,meld_Phoebe,unknown,anger,anger,3,"Well, he made a move on me.",1.259,16000,523,21,train
meld_train_dia523_utt22,data/raw/MELD_hf/train/dia523_utt22.flac,meld,meld_Joey,unknown,surprise,surprise,4,"Whoa, store will be open tomorrow!",1.515,16000,523,22,train
meld_train_dia523_utt23,data/raw/MELD_hf/train/dia523_utt23.flac,meld,meld_Chandler,unknown,joy,joy,1,"More coffee over here, please!",1.6,16000,523,23,train
meld_train_dia524_utt0,data/raw/MELD_hf/train/dia524_utt0.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,Hey.,1.515,16000,524,0,train
meld_train_dia524_utt1,data/raw/MELD_hf/train/dia524_utt1.flac,meld,meld_Joey,unknown,surprise,surprise,4,"Hey. What, what are you doing here?",2.347,16000,524,1,train
meld_train_dia524_utt2,data/raw/MELD_hf/train/dia524_utt2.flac,meld,meld_Phoebe,unknown,sadness,sadness,2,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",6.443,16000,524,2,train
meld_train_dia524_utt3,data/raw/MELD_hf/train/dia524_utt3.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Yeah, oh, but oh...",2.133,16000,524,3,train
meld_train_dia524_utt4,data/raw/MELD_hf/train/dia524_utt4.flac,meld,meld_Joey,unknown,neutral,neutral,0,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",4.928,16000,524,4,train
meld_train_dia524_utt5,data/raw/MELD_hf/train/dia524_utt5.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,Destiny.,0.533,16000,524,5,train
meld_train_dia524_utt6,data/raw/MELD_hf/train/dia524_utt6.flac,meld,meld_Joey,unknown,neutral,neutral,0,Sure.,0.341,16000,524,6,train
meld_train_dia524_utt7,data/raw/MELD_hf/train/dia524_utt7.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,Yes.,0.64,16000,524,7,train
meld_train_dia524_utt8,data/raw/MELD_hf/train/dia524_utt8.flac,meld,meld_Joey,unknown,neutral,neutral,0,All right.,2.731,16000,524,8,train
meld_train_dia524_utt9,data/raw/MELD_hf/train/dia524_utt9.flac,meld,meld_Phoebe,unknown,surprise,surprise,4,Okay. Yikes! That one doesn't look very fulfilled.,3.008,16000,524,9,train
meld_train_dia524_utt10,data/raw/MELD_hf/train/dia524_utt10.flac,meld,meld_Joey,unknown,neutral,neutral,0,"Oh, that's, that's ah, one of the old ones, he's just taking it to the back.",3.264,16000,524,10,train
meld_train_dia524_utt11,data/raw/MELD_hf/train/dia524_utt11.flac,meld,meld_Phoebe,unknown,anger,anger,3,"You keep the old ones in the back, that is so ageist.",4.843,16000,524,11,train
meld_train_dia524_utt12,data/raw/MELD_hf/train/dia524_utt12.flac,meld,meld_Joey,unknown,neutral,neutral,0,Well we have to make room for the fresh ones.,1.877,16000,524,12,train
